Date,Team,Season,points_allowed,target,RegLog,ArbolDecision,RandomForest,XGB,LGB,MLP,NeuralNet
2023-11-12,NYJ,2023,16,0,0.1224659623,0.0,0.2842207792,0.0570849217,0.0210301499,0.0130712097,0.0713861138
2023-11-19,NYJ,2023,32,0,1.27234e-05,0.0,0.0002932551,0.0020711895,2.45279e-05,0.0002253798,0.0642843246
2023-11-24,NYJ,2023,34,0,2.03e-06,0.0,0.0094388504,0.0010851258,2.6811e-05,8.26311e-05,0.0642843395
2023-12-03,NYJ,2023,13,0,0.2071874365,0.0,0.2467035115,0.0396957584,0.0123520142,0.1239298015,0.0833656117
2023-12-10,NYJ,2023,6,1,0.9998860923,1.0,0.9981818182,0.9996213913,0.9999998887,0.9999161078,0.9519059062
2023-12-17,NYJ,2023,30,0,7.0208e-06,0.0,0.0,0.0031091738,9.8327e-05,7.63037e-05,0.0641485676
2023-12-24,NYJ,2023,28,1,0.4561567432,0.0,0.3032841342,0.0671990216,0.0910875871,0.6113467464,0.3885319531
2023-12-28,NYJ,2023,37,0,6.91769e-05,0.0,0.0863473515,0.0020615032,0.0001481208,9.89836e-05,0.0642843768
2023-01-07,NYJ,2023,3,1,0.9991156648,1.0,0.9096666667,0.9566445947,0.9993047236,0.9965835758,0.9108883142
2023-09-10,PHI,2023,20,1,0.1111596485,0.0,0.3084744574,0.1551066935,0.1353164888,0.1088485881,0.0867585912
2023-09-14,PHI,2023,28,1,0.9047142929,1.0,0.8037379396,0.9814281464,0.99026116,0.9287779133,0.9067254066
2023-09-25,PHI,2023,11,1,0.9981502681,1.0,0.9,0.987129271,0.9981232687,0.9963498353,0.9183037281
2023-10-01,PHI,2023,31,1,0.1951236422,1.0,0.5048447374,0.5272328854,0.6253553495,0.3721490999,0.2614670098
2023-10-08,PHI,2023,14,1,0.9949434857,1.0,0.9737258687,0.9939091206,0.9958422825,0.9902468514,0.9183163047
2023-10-15,PHI,2023,20,0,0.2456908652,0.0,0.2911724606,0.0216790847,0.0077497932,0.0333568088,0.1464367807
2023-10-22,PHI,2023,17,1,0.9992625847,1.0,0.9834266206,0.9995061159,0.9999805555,0.9997653056,0.9183094501
2023-10-29,PHI,2023,31,1,0.7711199943,1.0,0.7255753979,0.9601773024,0.9871351054,0.9862993563,0.9484457374
2023-11-05,PHI,2023,23,1,0.9914026922,1.0,0.9058645025,0.9711899161,0.9210759287,0.9739835109,0.9182239771
2023-11-20,PHI,2023,17,1,0.7341914569,0.375,0.2895730719,0.5455971956,0.76870742,0.7842002393,0.281458348
2023-11-26,PHI,2023,34,1,0.4694516535,0.3333333333,0.573334442,0.7155143619,0.653095387,0.7825905005,0.4078134298
2023-12-03,PHI,2023,42,0,0.0001594426,0.0,0.1527956654,0.0067959675,0.000197317,0.0003467757,0.0642846078
2023-12-10,PHI,2023,33,0,0.0003273897,0.0,0.0503849153,0.0027289053,0.0003814164,0.0002048062,0.0643063113
2023-12-18,PHI,2023,20,0,0.6333908003,0.0,0.7003756625,0.4267377853,0.2841741187,0.5795714217,0.5098004341
2023-12-25,PHI,2023,25,1,0.8845042828,0.5,0.7907054773,0.7306081653,0.9242304071,0.8925599995,0.9113833904
2023-12-31,PHI,2023,35,0,0.0111237486,0.0,0.3720835767,0.019924175,0.0183538601,0.0314187246,0.1073965207
2023-01-07,PHI,2023,27,0,0.0009479429,0.0,0.0135574816,0.0035130919,0.0020891672,0.0014468171,0.0642855018
2023-01-15,PHI,2023,32,0,0.0004504327,0.0,0.1078369494,0.0364394635,0.0010593893,0.00121404,0.0642883405
2023-09-10,PIT,2023,30,0,2.34281e-05,0.0,0.0058298371,0.0004867101,9.43892e-05,0.0001056418,0.0642843544
2023-09-18,PIT,2023,22,1,0.0824577648,0.0,0.2135145452,0.0409065038,0.0327644021,0.0405270658,0.0652339086
2023-09-24,PIT,2023,18,1,0.9831050218,0.7777777778,0.8850341125,0.9610646963,0.9199008776,0.9754321315,0.9196632504
2023-10-01,PIT,2023,30,0,5.48334e-05,0.0,0.0229755765,0.0036804317,4.7728e-05,0.0001737567,0.0642843768
2023-10-08,PIT,2023,10,1,0.9556663373,1.0,0.8272727273,0.9129961729,0.9140493225,0.9561113175,0.9161942601
2023-10-22,PIT,2023,17,1,0.9943347581,0.7142857143,0.8549080272,0.9926782846,0.9997904501,0.9974537174,0.9333457351
2023-10-29,PIT,2023,20,0,0.0121269583,0.0,0.0537307831,0.0197094884,0.0133164238,0.0077815934,0.0643875971
2023-11-02,PIT,2023,16,1,0.9425266684,1.0,0.893190329,0.9222895503,0.9578143233,0.9680569048,0.9165966511
2023-11-12,PIT,2023,19,1,0.8762980504,0.0,0.6444408566,0.9201265574,0.8044615481,0.9109480263,0.9000792503
2023-11-19,PIT,2023,13,0,0.6016188365,0.875,0.692116206,0.7735521197,0.8088141917,0.7117271558,0.2582386732
2023-11-26,PIT,2023,10,1,0.9938096604,1.0,0.9647960265,0.9960860014,0.9989390927,0.9880908347,0.9184956551
2023-12-03,PIT,2023,24,0,0.2369968529,0.0,0.4116004086,0.1197773293,0.0281759026,0.0145156531,0.1210729107
2023-12-07,PIT,2023,21,0,0.4279849116,0.4,0.6007729567,0.5045883656,0.5427041541,0.7360677928,0.3613820076
2023-12-16,PIT,2023,30,0,0.0009858257,0.0,0.0394209602,0.0019640201,0.000528426,0.0006346227,0.0642851368
2023-12-23,PIT,2023,11,1,0.9999868424,1.0,0.9626760563,0.9996592999,0.9999976979,0.9999291627,0.9520130754
2023-12-31,PIT,2023,23,1,0.9981475682,1.0,0.8739957735,0.9837161303,0.9993674104,0.9897481519,0.918300271
2023-01-06,PIT,2023,10,1,0.9917026938,1.0,0.9946428571,0.9973512888,0.9999637831,0.9977014584,0.9182246923
2023-01-15,PIT,2023,31,0,0.0081062919,0.0,0.0638240291,0.0131095443,0.0181931175,0.0052133967,0.0643564984
2023-09-10,SEA,2023,30,0,0.0004968819,0.0,0.0827094666,0.0083980458,0.0142137794,0.001221304,0.0642853677
2023-09-17,SEA,2023,31,1,0.5226996759,1.0,0.4834110091,0.8273349404,0.6185921364,0.3842411519,0.8781574965
2023-09-24,SEA,2023,27,1,0.5293063373,0.75,0.5517355245,0.508390069,0.7452994923,0.765977095,0.6122723222
2023-10-02,SEA,2023,3,1,0.9994056437,1.0,0.7744908287,0.9871052504,0.9998917672,0.9994634574,0.9520093799
2023-10-15,SEA,2023,17,0,0.3952651298,1.0,0.6106898703,0.5458375812,0.5403866488,0.2297927459,0.3353407085
2023-10-22,SEA,2023,10,1,0.9975504411,1.0,0.9903888407,0.9976557493,0.9999632139,0.9987870652,0.9509112239
2023-10-29,SEA,2023,20,1,0.6123777191,1.0,0.6330028957,0.9157144427,0.9941177539,0.9154504126,0.6349841356
2023-11-05,SEA,2023,37,0,1.6538e-06,0.0,0.0,0.0015900696,6.94959e-05,0.0001263424,0.0642843395
2023-11-12,SEA,2023,26,1,0.1284579619,0.0,0.4802298127,0.3025726974,0.1498559702,0.1312322439,0.1352162361
2023-11-19,SEA,2023,17,0,0.4381219484,0.4285714286,0.5230374644,0.5562481284,0.7790863099,0.3270556936,0.4775927067
2023-11-23,SEA,2023,31,0,1.45068e-05,0.0,0.0239292296,0.0036056053,0.0017051042,0.000115326,0.0642843395
2023-11-30,SEA,2023,41,0,0.027173774,0.0,0.4732575758,0.3804809451,0.4974448635,0.0273769561,0.1087501496
2023-12-10,SEA,2023,28,0,0.0231706915,0.0,0.1025695908,0.0666001141,0.0628826287,0.0274187395,0.0645311624
2023-12-18,SEA,2023,17,1,0.7587857326,1.0,0.8479130254,0.8796337843,0.9166337384,0.9278177075,0.88272506
2023-12-24,SEA,2023,17,1,0.5730632619,1.0,0.940877193,0.9459784627,0.9438958654,0.9264485695,0.9238794446
2023-12-31,SEA,2023,30,0,0.0256686182,1.0,0.3937188108,0.1100865677,0.0250778202,0.0081523774,0.1080010533
2023-01-07,SEA,2023,20,1,0.8271972957,0.1428571429,0.47418685,0.5103524327,0.6039165026,0.7402870938,0.9309821129
2023-09-10,SFO,2023,7,1,0.9999681557,1.0,0.9927110799,0.9997509122,0.9999997035,0.9999309786,0.9183085561
2023-09-17,SFO,2023,23,1,0.9093824651,1.0,0.6717501451,0.9484817982,0.9886741476,0.9539536077,0.9072526693
2023-09-21,SFO,2023,12,1,0.9997431651,1.0,0.9885706589,0.9994202852,0.9999963029,0.9997502604,0.9376725554
2023-10-01,SFO,2023,16,1,0.9999477258,1.0,0.862585034,0.996206522,0.9999995443,0.998660231,0.9520130754
2023-10-08,SFO,2023,10,1,0.9999998595,1.0,1.0,0.9998682737,0.9999999994,0.9999495875,0.9520125389
2023-10-15,SFO,2023,19,0,0.39443822,1.0,0.0753589037,0.0490286388,0.0294761221,0.3169621903,0.1010906398
2023-10-23,SFO,2023,22,0,0.2919911283,0.0,0.1923025982,0.1662115604,0.0243230669,0.0850472758,0.2053342015
2023-10-29,SFO,2023,31,0,0.0455134731,1.0,0.3192792299,0.065820612,0.0381834406,0.007124581,0.1077975631
2023-11-12,SFO,2023,3,1,0.9999996744,1.0,1.0,0.9996484518,0.999999998,0.9999777207,0.9520130754
2023-11-19,SFO,2023,14,1,0.9996305373,1.0,1.0,0.998734653,0.9999924381,0.9982193087,0.9520128369
2023-11-23,SFO,2023,13,1,0.9997251248,1.0,0.937134333,0.9982193112,0.9999958279,0.9998580074,0.9183081388
2023-12-03,SFO,2023,19,1,0.9999789531,1.0,0.9959183673,0.9995057583,0.9999738998,0.9995095586,0.9520130754
2023-12-10,SFO,2023,16,1,0.9996828638,1.0,0.9661971831,0.9964852333,0.9999819281,0.9856593896,0.9520099163
2023-12-17,SFO,2023,29,1,0.9890633273,1.0,0.8788116286,0.9890902638,0.9985090573,0.9967703312,0.9519537687
2023-12-25,SFO,2023,33,0,0.0012362095,0.0,0.0077001022,0.006301444,0.0047477597,0.0018449581,0.0642884299
2023-12-31,SFO,2023,10,1,0.9999376809,1.0,0.9945248937,0.9996478558,0.9999991999,0.9998677693,0.9183390737
2023-01-07,SFO,2023,21,0,0.9298074851,1.0,0.5519254377,0.8415116668,0.7840098886,0.6951387724,0.9143562913
2023-01-20,SFO,2023,21,1,0.9053912209,1.0,0.540040055,0.8536884189,0.7657082859,0.8629811872,0.9106811285
2023-01-28,SFO,2023,31,1,0.7296518446,0.875,0.3577516335,0.3760312796,0.7201279887,0.6794557886,0.8510224223
2023-02-11,SFO,2023,25,0,0.7041476632,1.0,0.4930802944,0.8232809305,0.7259895341,0.5423620936,0.8801454306
2023-09-10,TAM,2023,17,1,0.8878791093,1.0,0.7820039738,0.9735350609,0.9899504591,0.9780710412,0.9141938686
2023-09-17,TAM,2023,17,1,0.9907536841,1.0,0.9689699793,0.9747801423,0.9783081964,0.9668486829,0.9519749284
2023-09-25,TAM,2023,25,0,0.0035136754,0.0,0.0130932352,0.0047756485,0.0009359281,0.003775313,0.0643045232
2023-10-01,TAM,2023,9,1,0.9991047281,1.0,0.9986595174,0.9988388419,0.9999950963,0.9998015045,0.9520126581
2023-10-15,TAM,2023,20,0,0.0105876668,0.0,0.0263856209,0.0048396969,0.0011435461,0.0047152906,0.0643597543
2023-10-22,TAM,2023,16,0,0.3246334768,0.0,0.5784006414,0.4336774945,0.326005461,0.3150560178,0.3318019211
2023-10-26,TAM,2023,24,0,0.0615705192,0.0,0.1508737752,0.0525469258,0.122019697,0.0479539241,0.0665271655
2023-11-05,TAM,2023,39,0,0.1607817016,1.0,0.3153521479,0.3600698709,0.6710992196,0.3314590549,0.1006066948
2023-11-12,TAM,2023,6,1,0.9996204539,1.0,0.9637634627,0.9977067709,0.9999918264,0.9996829764,0.9520126581
2023-11-19,TAM,2023,27,0,0.007682459,0.0,0.0173204635,0.0018195907,0.0004539662,0.0012309942,0.0644050688
2023-11-26,TAM,2023,27,0,0.0128050286,0.0,0.1872109305,0.0374350958,0.0107247606,0.0403608389,0.0644686818
2023-12-03,TAM,2023,18,1,0.9586950589,0.375,0.4557148079,0.7272077799,0.8032806708,0.7871882286,0.8986154795
2023-12-10,TAM,2023,25,1,0.8886815753,0.625,0.3898286414,0.6958196759,0.5325809408,0.9459974993,0.9097028971
2023-12-17,TAM,2023,20,1,0.9983196405,1.0,0.8403728992,0.9971592426,0.999980072,0.9969205952,0.9520110488
2023-12-24,TAM,2023,12,1,0.9995217177,1.0,0.9837513818,0.9992621541,0.9999912427,0.9998056364,0.9354280233
2023-12-31,TAM,2023,23,0,0.0954667262,0.0,0.1481559036,0.0190631077,0.0035146663,0.0150762393,0.1097484976
2023-01-07,TAM,2023,0,1,0.9805763179,1.0,0.6187687802,0.7838025093,0.9454422903,0.9888443034,0.9180122614
2023-01-15,TAM,2023,9,1,0.9998035583,1.0,0.8533333333,0.9988786578,0.999996001,0.9998568722,0.9520130754
2023-01-21,TAM,2023,31,0,0.0165211545,0.0,0.0670220074,0.04134918,0.0148759741,0.0143044026,0.106954664
2023-09-10,OTI,2023,16,0,0.0576785451,0.0,0.0929419192,0.0332783051,0.0078267572,0.0168374929,0.0651354417
2023-09-17,OTI,2023,24,1,0.9156298962,1.0,0.8753416149,0.9720748067,0.9789400342,0.9141443948,0.9107207656
2023-09-24,OTI,2023,27,0,0.0001032056,0.0,0.0882034632,0.0058927527,0.0349606635,0.0014065754,0.0642843768
2023-10-01,OTI,2023,3,1,0.9999886117,1.0,0.9902720555,0.9996216297,0.9999999505,0.999937325,0.9518432617
2023-10-08,OTI,2023,23,0,0.1087242645,0.0,0.1901124894,0.0650295764,0.0436364865,0.0229076988,0.0789242312
2023-10-15,OTI,2023,24,0,0.0028889959,0.0,0.1048723455,0.0718979314,0.0103666231,0.007900613,0.0642852411
2023-10-29,OTI,2023,23,1,0.988041834,1.0,0.6793087372,0.9867942929,0.9816474866,0.982076488,0.9179237485
2023-11-02,OTI,2023,20,0,0.1589654196,1.0,0.2298042534,0.0805987418,0.0931796928,0.125258335,0.0824434981
2023-11-12,OTI,2023,20,0,0.0079963611,0.0,0.0,0.0120103937,0.0030139893,0.0017150864,0.0643570721
2023-11-19,OTI,2023,34,0,0.0521295785,0.0,0.2965552794,0.0405893922,0.0131550345,0.0027238397,0.0681497008
2023-11-26,OTI,2023,10,1,0.9914320911,1.0,0.8359066859,0.9960132837,0.999571014,0.9974840242,0.9404072165
2023-12-03,OTI,2023,31,0,0.3277193728,0.0,0.4575261884,0.6714577675,0.791924453,0.4026821159,0.1308713108
2023-12-11,OTI,2023,27,1,0.4648671152,0.0,0.4591911022,0.3639597893,0.4518224378,0.5922646848,0.4191454947
2023-12-17,OTI,2023,19,0,0.0823936688,0.0,0.4628983575,0.4774377644,0.2147591476,0.2741566857,0.0653623641
2023-12-24,OTI,2023,20,0,0.5274338755,1.0,0.4591919192,0.5767804384,0.7747548671,0.793720978,0.783028245
2023-12-31,OTI,2023,26,0,0.0004791287,0.0,0.03375,0.0030180414,1.55142e-05,0.0015282682,0.0642849058
2023-01-07,OTI,2023,20,1,0.967464591,1.0,0.5763822999,0.9636532068,0.9935312218,0.951806352,0.9166894555
2023-09-10,WAS,2023,16,1,0.6379746546,0.5,0.5647789437,0.7582899928,0.8848567554,0.9286101043,0.6177848577
2023-09-17,WAS,2023,33,1,0.2300133635,0.75,0.3955132904,0.6114365458,0.3028625793,0.3683437986,0.1197980866
2023-09-24,WAS,2023,37,0,1.461e-07,0.0,0.075,0.0008391008,4.10488e-05,0.0001121345,0.0642843395
2023-10-01,WAS,2023,34,0,0.0224453423,0.0,0.3226733486,0.3725539446,0.3093987928,0.1064061202,0.0653663352
2023-10-05,WAS,2023,40,0,2.16262e-05,0.0,0.0781154087,0.0049591782,0.0002834908,0.0001729667,0.0927973539
2023-10-15,WAS,2023,16,1,0.9660223604,1.0,0.78495671,0.9497371912,0.9997881305,0.997250449,0.9177846909
2023-10-22,WAS,2023,14,0,0.2683848532,0.0,0.4340219315,0.1046920642,0.0091785017,0.111327727,0.0708439499
2023-10-29,WAS,2023,38,0,0.0072535228,0.5,0.3510988153,0.2913631201,0.3127885617,0.0672794265,0.1074282229
2023-11-05,WAS,2023,17,1,0.8985253627,1.0,0.8196606028,0.9489439726,0.9584198207,0.9247982528,0.9122387171
2023-11-12,WAS,2023,29,0,0.0655472958,0.875,0.3785720639,0.3392874599,0.0905384273,0.1847840266,0.0970775858
2023-11-19,WAS,2023,31,0,0.0029265887,0.0,0.065513293,0.0188543107,0.013908953,0.0063709245,0.0643200427
2023-11-23,WAS,2023,45,0,1.33218e-05,0.0,0.0986689625,0.0202239323,3.98067e-05,8.61721e-05,0.0642843395
2023-12-03,WAS,2023,45,0,1.33672e-05,0.0,0.2233238768,0.002813509,1.64278e-05,7.8853e-05,0.0642843395
2023-12-17,WAS,2023,28,0,0.0957777543,0.0,0.1135909898,0.0180456247,0.0197551389,0.029049215,0.0671801269
2023-12-24,WAS,2023,30,0,0.0899492648,0.0,0.1048271799,0.0868436843,0.0336586562,0.1119653862,0.0648368001
2023-12-31,WAS,2023,27,0,0.0015023231,0.0,0.0134551565,0.0056632827,0.0055649935,0.0021820069,0.0642868802
2023-01-07,WAS,2023,38,0,5.9111e-06,0.0,0.0062168609,0.0017409762,0.0002497828,0.0002953776,0.0642843395
